N,P,K,temperature,humidity,ph,rainfall,label,Family
44.924391915148384,62.120943843752826,19.630209934272763,24.173020755336008,76.63181409854202,5.974551331348207,59.73309662918315,Betel nuts,Nuts
90.70070549139763,77.03597183691316,30.293624808392355,29.428870916570304,68.86793224531692,6.717128936049555,53.91701565795919,Betel nuts,Nuts
46.93052552981858,60.42989241595283,-18.49453241022284,28.15141390796856,48.758712347984336,5.613976502754968,73.51318944742346,Betel nuts,Nuts
34.639061963879875,-1.034564822062329,68.56749421889441,20.076921578979224,61.378007009029744,7.520933597303099,154.70667826398778,Betel nuts,Nuts
42.611059205187914,62.185507587486626,-45.713794745690784,31.184780193602254,40.046992750139,6.794765981651629,78.31400917530395,Betel nuts,Nuts
57.165808595490354,94.32433712412762,30.123240857118905,32.524769889767704,74.66277986327714,7.6910202573848885,134.50907943491973,Betel nuts,Nuts
113.31146731302772,14.070022274731585,-62.23419085849323,24.669898911415157,48.27898124254785,6.403367260522634,135.1080860842372,Betel nuts,Nuts
42.155860943444324,49.184589169578864,66.17577882478528,25.778537211963084,68.29736033821563,4.4494550793236165,72.34235546733342,Betel nuts,Nuts
42.95115524138939,41.33727701519837,113.02965493838352,34.21110924613859,76.94493741227174,6.078082193794228,140.87004140560254,Betel nuts,Nuts
102.97543780721664,47.08244043309481,40.447473145190294,22.076186331347657,60.478983455720126,6.528760243142331,101.95988769299316,Betel nuts,Nuts
15.041147985161231,95.89852982037658,-25.64548589167176,30.555048952822887,90.84943966196619,6.473185161508441,148.37755781903434,Betel nuts,Nuts
30.96004571637911,72.929584298009,15.494646264775525,21.473611428713717,110.59031397886523,6.590124703589973,124.99389106177813,Betel nuts,Nuts
89.73004151462884,14.53386684294064,-24.700979816171476,19.313881697771166,75.07954719636831,7.910240401805684,115.62867313141861,Betel nuts,Nuts
33.33643729780522,33.48346273863834,41.2146695817019,31.594809673446605,89.45475469585254,6.654070731640833,101.50300650024376,Betel nuts,Nuts
40.777479484273826,93.37659782708275,103.89255805998782,20.460252323743475,48.360156351654744,7.329426518333557,147.78374193377022,Betel nuts,Nuts
70.7051969420318,40.45606067545914,9.208704707283509,31.370198411572495,69.98873359672278,5.584560433911934,155.59118288355847,Betel nuts,Nuts
29.099900776633522,23.457418662198904,170.37809571048302,25.83211710366881,90.91298196772853,7.196455176978289,117.51823113325236,Betel nuts,Nuts
53.440308254847,122.83458309299508,143.4886158509994,25.236750291749935,76.15824299350778,6.695749754837938,33.361813650513284,Betel nuts,Nuts
58.314420797229005,60.11659577257714,-43.89474670691609,26.28484096838031,67.27051095650967,5.682320563939176,148.42136681042848,Betel nuts,Nuts
27.37217677528419,-16.00993355392599,33.14386839904347,30.477775143367907,41.403952270347105,6.588235526499833,121.58665561704298,Betel nuts,Nuts
55.879286363885306,38.91424892343182,137.1108035484078,19.165988730345916,60.72158484736066,7.305529154313748,50.45040712934958,Betel nuts,Nuts
53.80768498860901,34.460151495563395,45.293928622369265,24.631528875131586,96.13790465344461,6.228010191974705,46.05519813612487,Betel nuts,Nuts
18.355936522029566,91.35248321805534,56.026864878805846,28.27645048005327,81.76621013176957,7.143347055888417,101.66024489618047,Betel nuts,Nuts
64.22700283338862,18.818267280193552,52.02706691960072,22.509626164298442,54.232083735893966,7.235662427007876,93.33817653391907,Betel nuts,Nuts
29.481680359463166,88.53168416376427,-15.456377734543949,31.221284862047725,60.19688792755076,6.456426949400314,119.6447337069663,Betel nuts,Nuts
40.533748597099724,53.24071004611289,115.07520771928057,27.086893834614735,70.92676336626093,6.456221740482895,116.87293583136743,Saffron,
48.28699304410796,68.88070453334082,130.97806726998024,33.342597826744196,69.79242427418927,6.826343776419256,88.75867014871974,Saffron,
47.16407526706292,50.87384174181807,47.39230787139966,22.600780040155268,88.70860168900954,5.951041551674216,184.6123186372021,Saffron,
17.08429943651594,85.18935400834434,64.60229609975849,30.37402948414369,53.42041309946997,6.812206631247247,66.43368844090492,Saffron,
69.60087978312659,-34.50654954762152,96.68969369520836,30.561185855981154,101.52316989221428,7.495941568084386,95.91533624862035,Saffron,
66.27077222819197,79.29631975783276,33.41217109141071,22.862504247282068,60.78062162633373,6.865175460264663,109.41499221104786,Saffron,
42.74987352261179,34.931385999593864,-1.0157382570231235,24.661971109714788,110.30310766801318,6.158523589329795,75.07330006979683,Saffron,
42.87854034560922,77.8550034940003,58.73435020782802,18.92234269500187,85.8567053556364,6.909698374255642,192.11170777091553,Saffron,
15.526036973709196,48.17553680345656,55.63866306565267,25.07631107319725,106.40263448699022,6.28226879499512,113.153472676973,Saffron,
42.823696475179496,66.22696390051935,-35.24995961253237,21.97474944242186,111.4375762168756,7.740723442976092,128.791135746622,Saffron,
3.5586288247976228,58.204486656411504,-37.844205770202116,32.218557810989054,49.138846177271255,5.918023125035064,102.2886192429116,Saffron,
45.325091911462195,70.71339957250436,46.70277510909951,22.680619892377255,56.771923067636735,5.978117911264865,73.96485815316377,Saffron,
67.71216911488753,144.34442586184656,68.60137635662693,34.808770936128525,95.67168848091609,6.002995178530754,33.557818571237505,Saffron,
80.09636032466761,55.05469438377194,66.069633761255,26.68139449358099,83.55623171058465,6.886229908599077,164.60941412677226,Saffron,
18.686371046541744,13.260819058428929,99.47435404597384,21.42774840400579,63.65239235133563,6.421379126421106,122.73342393573694,Saffron,
59.129038715612495,46.38434064234083,-23.290802982885275,27.81557914769325,74.3182026181541,6.112753399462979,91.33494689227338,Saffron,
77.28290185272651,59.58351980368233,32.42219433857721,24.406540167363175,52.73865237343798,5.609767152907806,51.497153551141565,Saffron,
72.92179591034852,123.39841836091054,74.35204284986875,25.751297188125353,70.70853397254517,6.23153281440425,144.92935016490526,Saffron,
40.46763952591511,74.42213889611524,73.94803656380306,21.307488006067697,65.05657030490417,7.144649839051616,-2.202708468162186,Saffron,
112.04438104237785,86.9592318034552,81.74815031931297,18.77436626904831,137.66703967137036,5.9761851778757125,165.30447511695127,Saffron,
57.35246653579624,43.296465145120806,101.89445881056773,27.825157223085288,116.7505099937557,6.221194954656234,126.6309043059197,Saffron,
37.08619688612211,31.462966775708026,91.05088993763468,29.574558796886766,89.40986233464304,7.36914215400455,221.09343768338698,Saffron,
69.11780617673264,79.6247362792241,66.7900329847435,19.25454086243078,63.51905991099662,6.020175128834887,37.024468008551736,Saffron,
31.73930797758662,-6.835923210412744,113.32220701089994,31.360391879524734,75.54408041827637,4.828910707422932,83.64586801857907,Saffron,
47.39376242046781,47.39620982891927,39.78952707543135,31.63358510688174,43.61887623710081,5.247528878435945,109.92289350051806,Saffron,
42.81382543828191,103.2237993567941,103.09249006251548,16.399155093222618,55.10176111994113,6.33655765692531,185.47264081516596,Saffron,
14.562935950963151,43.5038626369175,8.39057882436147,27.153898357871824,25.277185844647647,7.095365843560213,99.58030677343108,Saffron,
23.794992066565783,40.699819960320525,26.015591655102327,22.12756005858217,56.0543940494997,7.508319740699955,70.3284155302465,Saffron,
63.277791128786234,45.42621056967232,147.7623247998721,28.653277976872452,95.1176542773247,6.623233523682556,114.58311908473041,Saffron,
145.33892899321532,110.02080449955835,34.23193231833136,24.87125581291771,88.6116662705247,6.240802071129367,68.19369813264441,Saffron,
64.64417789543741,47.65838312141539,39.43680462656858,27.33923615867146,83.74452024747151,4.948031011109818,122.22673624832397,Saffron,
50.607679961808444,69.28595795713157,72.57073503953683,19.382610385393807,66.01369400101005,6.7546099180086125,177.87120818546236,Saffron,
8.371224041407942,56.62887274972472,35.68856738088473,26.77680611331096,70.93547958104115,5.1938553038845825,11.970211722475824,Saffron,
25.28592917813316,109.254175220098,50.06914508852544,17.48935100182778,78.7095692560739,6.822347405255999,97.46387240151003,Saffron,
17.136494698149853,55.96499674276701,16.01935959722698,28.761591197269077,45.154416892124985,7.389768906067729,26.278116869567853,Saffron,
10.020013329148732,48.95661023023401,49.22432304108593,20.19226201161396,78.71611807863633,5.402451036811549,91.39709926169917,Saffron,
113.53574716069943,9.661379156807612,131.77657153209947,19.831110171456494,62.39760354947577,7.665951626892884,215.8703064026381,Saffron,
104.24576327138942,68.53024938775452,21.217459496286967,11.70897839342787,53.159356275056126,6.531565781845606,122.33590166856308,Saffron,
-21.408071820906024,38.8482199929001,61.80572350180135,31.918568676007503,45.195855638882385,7.714342291812411,82.35453963528417,Saffron,
75.75805723224832,36.933314835467144,121.1527701006496,21.492114505020524,59.01875434263441,7.081931213494647,4.023029745966582,Saffron,
80.02142919660655,65.40995916415477,1.6337097726928889,33.37991041389769,56.81720119135106,5.7974404371404935,113.36959581944102,Saffron,
6.9538360668858985,58.62250980725514,22.791107047596846,16.882946446289303,28.841911116862576,6.093882677713673,36.64536372153931,Saffron,
137.10261309909603,33.62355193187601,20.550396933830893,18.64409011601756,56.22064919959753,6.3920317027022735,64.31100503822438,Saffron,
113.6823057604544,81.40302108374885,-7.5761650171196635,22.359406176948767,74.38535411763975,5.625674893437134,132.936606321254,Saffron,
59.71625975659577,38.6698783865755,66.06795504561647,27.019140462024673,60.77749983822653,7.3978752110919475,121.77315427399535,Saffron,
40.75737052590229,15.847810354012069,148.87021217904936,28.866857626383922,35.8284944751868,6.771438997869433,137.28622372633563,Saffron,
48.969290042849806,60.91818543965786,12.222511254129365,30.095434337831975,49.391712406359076,6.989141106049785,-16.432280323953634,Saffron,
36.17014391464126,21.583363973233602,152.87207417014284,33.06101967736316,79.4642522820449,6.380477497002389,144.91438050647855,Saffron,
43.91158114432427,76.58508563727557,177.89357244228162,21.05986245879101,82.20749580576091,5.923354823280499,145.15413947139893,Saffron,
14.480441229682242,25.18599629619024,85.38107973147885,26.296168703791587,91.96573310725375,6.546612232889355,12.152855240407845,Saffron,
41.67607025032087,72.17979684963376,63.44946272352416,28.80567040335792,99.77877405831715,6.076662314841695,131.78945105391998,Saffron,
22.21821599743655,43.25225756111942,6.66749381760561,19.899098461136568,47.19458918554053,6.707997468114804,25.071094837578144,Saffron,
32.07998162444047,32.67624893255003,73.66672879134575,23.66409827597274,50.85587509127147,5.27078482457926,53.90344212541286,Saffron,
35.404471277171986,112.22774424456844,35.650291740609035,30.870894041630844,54.69532721571894,6.360322306228664,227.72476568470992,Saffron,
15.634806795282302,78.96584763889057,-14.73823520921301,29.492647221912755,67.85224070917508,5.902070141474003,53.10224314170591,Saffron,
4.429935693702447,89.43539229110375,47.70332674989936,26.685160934283388,58.52038006304066,6.587297647721136,111.93801908965803,Saffron,
81.31458070627568,78.57300984571668,102.24319579153835,32.323401643752184,40.57244827605854,5.123934678966798,136.1118260001768,Saffron,
7.6465016626701825,125.66113195220137,60.92928613857167,28.234686020469205,43.385143485671705,6.263115167616339,74.73891534858137,Saffron,
37.317881111092476,80.24677418294439,58.59152188132906,20.746603008519884,60.04262154097135,6.875674698693491,126.53948454159087,Saffron,
-23.113514588852887,32.72127908708147,43.94508447260222,29.9263222553823,42.028178057970614,6.6544701401177635,149.9114982108837,Saffron,
53.73996251383917,85.67630369599229,75.64974307847017,24.424500320371482,77.93734373776681,6.532268686582116,164.3250584304898,Saffron,
-1.9080284589905077,26.02047762031948,60.58489741971871,31.596756412963153,79.86525124674533,7.093832514219758,129.17990294422285,Saffron,
138.6849010587504,53.70765977623487,-78.47395248159233,18.721439565379686,113.86401414984832,6.040862262406036,161.6112651595085,Saffron,
72.87672782786939,13.718372244310117,74.17429908238688,30.25486994053874,72.79431221264713,5.7183534007563726,186.31174490940504,Saffron,
68.25501629425005,29.667861482463678,41.728865961814925,27.696130238292636,63.08030806968767,5.357721186457965,124.88759216153994,Saffron,
77.50990318804409,14.13636930188634,92.75556944762737,35.177988604312354,82.25307916106411,7.072511606383212,16.818921689944858,Saffron,
19.88172627655807,46.70716355140329,-62.153479855469406,29.049060184516883,63.76183041201107,7.340986235235695,51.526681995297466,Saffron,
16.059033110623346,16.310997417456335,33.866914408795964,26.60785574507503,65.50538686718086,7.6786306852267305,68.79198336523721,Saffron,
13.624141666780552,117.47923636330438,51.87274302759258,18.590849641308207,38.23259179334189,5.042157189705613,81.26000001335316,Saffron,
68.36539219870943,60.76396170527115,81.61712555202078,25.94147395426305,80.04877685110884,5.646455643916003,73.43687141300168,Saffron,
44.015234797210276,109.34226046324315,25.12956534664245,28.54201987987887,81.48458112530547,7.150826429793087,180.25368971798514,Saffron,
87.81672992907585,-12.07653485930679,71.5437569659535,19.937986794194185,52.86699579715199,6.958482882991403,174.30981464861782,Saffron,
-1.6013496175356963,42.2495826945698,64.42833476764406,33.64056821058072,45.67776636886313,7.342874795541374,162.0319275139336,Saffron,
71.71907330358923,35.17520035556568,36.61516095681659,30.97092414803261,66.32418176076447,6.6766889514566925,20.549053965876794,Saffron,
121.99903646245653,47.36682662273181,39.39424377799961,18.858152948969504,51.921204672722475,7.427394665810592,97.0524707371485,Saffron,
46.79903550478147,62.557382323310485,68.06454050447368,16.277934812414813,90.93440967262528,7.175426205508517,19.110523917585738,Saffron,
15.256944706889605,40.03464671755835,150.28713862857015,32.68426126771084,41.68116382965026,6.255449809509645,89.55746380855464,Saffron,
-9.684404592258062,19.383812220013567,153.46366052005936,36.09566339895881,84.35260837001123,6.81850483324803,91.49123019262022,Saffron,
55.37863008992485,25.99821271836344,11.50349941236373,31.415109009358037,57.39505210703099,6.084335192295722,121.53116590261979,Saffron,
91.24736294517695,78.10106381704759,-33.200153153102086,20.68131459219235,78.34244053711849,5.289841558095171,150.52270151165408,Saffron,
33.31043554942468,60.21456695226056,34.38331871880076,32.78923157498261,29.62842214109451,6.619083667673373,23.012012414170016,Saffron,
96.42507415507806,43.38153980083606,46.06943758764203,31.21933318231341,70.3576995973556,6.985023029761265,163.38206372733026,Saffron,
81.25357755560408,44.023232665060405,-25.095981723603266,33.99276364733243,88.87301204136449,5.81976930911919,170.37129365990336,Saffron,
128.2145353716297,68.05882923206525,-47.928605042364474,28.522547358969348,73.39461209351668,6.970942276280036,164.36265640620257,Saffron,
84.4276768407968,126.86853073031378,42.488263173703686,32.73679751800513,35.21202538227087,5.700153887585211,86.67348870280767,Saffron,
42.158254754998744,83.4891941372318,35.35633913612621,27.32146310677013,75.6480511826863,6.571229588175686,123.78430885536332,Saffron,
116.07415539863266,155.4752045068895,90.58352809996092,25.028477955316884,26.73648021507546,6.588852294440198,130.4608799367029,Saffron,
61.57377384489123,90.02857281570599,4.377241780885342,21.600786543779428,98.52799050773997,6.871978053954659,104.28505812053511,Saffron,
45.4568481852577,21.19982546780499,23.751937108422684,28.11632825312531,57.797191013061365,6.921565593872475,74.91464992073568,Saffron,
-18.290986421883538,114.71833754429635,26.10483628246599,22.27726462604419,81.08589146444164,6.945935513527427,40.99740044588177,Saffron,
67.01059393972699,50.51597475031443,37.28776310964337,29.91336596202303,53.45205665538663,6.473606664271918,146.59520406738451,Saffron,
54.996398577541726,70.38159410092653,7.276711112055011,31.92394572475671,81.25598852749201,8.106952151728668,97.54707914800811,Saffron,
62.33746078752322,96.60675307229117,72.50662844824711,26.340121635491954,49.02818354860347,6.175212489005868,40.172136124921145,Saffron,
61.7679793042965,101.64855176428807,108.6127822649647,24.32716333978491,55.79527857621118,6.84813810814215,63.294668271385646,Saffron,
-15.08122778666796,41.98160292327018,47.80001722836315,35.26533577983289,115.4010663856088,7.390574740628625,84.92628698204808,Saffron,
41.95204467178187,69.68250373288079,51.80713806363269,25.098989079506975,90.12351912850485,6.202314392386748,-10.455252452876195,Saffron,
101.29774488446823,65.1724834467394,77.07883139123459,25.30721795163358,84.13851926366253,7.555438568634517,71.89062372340372,Saffron,
16.886101556775195,100.25469670291093,-9.316267606190607,21.574796215660918,81.90958315754644,5.076569684664667,194.86834348230573,Saffron,
99.5249877860897,72.98963153119139,-34.18312844841335,32.42733201998266,76.42943048566246,4.426621731538276,79.34190152739463,Saffron,
59.22510677753058,-46.22295544362423,36.28248198478815,23.753777466944058,77.16697464604567,6.875864951631969,52.65966117930057,Saffron,
124.43347187903001,68.82996007530355,125.33418558280104,35.11869801585525,114.9401508941273,7.667388154315305,102.23306280923805,Black pepper,Spices
2.416312008262082,33.77675610134244,0.47019250491327824,26.242962505750853,61.19579635182168,6.09689020274763,253.56751821709963,Black pepper,Spices
-5.533026188479774,51.746993141741825,9.685838152389493,23.349756571162374,60.991941869328784,6.902643403289829,70.52616910991688,Black pepper,Spices
106.46222624514526,75.83326627411454,19.140463921505834,21.895199002265553,77.36853783540556,5.8049871033665585,139.87185037037727,Black pepper,Spices
65.53701620249431,60.05279662793126,39.17955879762547,24.61501888547514,86.83136713020966,6.454706049363805,125.47312043551986,Black pepper,Spices
49.517605401238825,61.61121210766751,87.83157524781868,22.953181819299736,73.45826396305227,6.617914716416146,70.94029350342583,Black pepper,Spices
74.31924723963655,71.0015850629981,239.6428998768015,25.08258434799647,70.94102897384839,5.74812440164295,104.54534125711469,Black pepper,Spices
28.381166573810663,5.58443955861096,84.40617707890135,32.25391731901242,62.91315404639483,7.539142663025517,55.5161141746489,Black pepper,Spices
20.810179407503384,48.117520040809914,80.50046472983911,20.239984381377646,52.799253529198054,5.155623675936267,-10.069102046879692,Black pepper,Spices
27.387973862811453,98.27960314990112,22.081619614160818,27.72014237546743,44.62237963412491,7.066476806086551,93.00984685477896,Black pepper,Spices
29.15540128256395,44.96812340013378,-9.010328788097084,22.1478195673801,58.74969128197445,7.101654476460999,140.98331117803522,Black pepper,Spices
70.0568205960222,50.56805820018951,161.40769180033772,30.424818186848675,96.59608296584292,5.225558835543184,122.87691128121656,Black pepper,Spices
63.404396339399,85.29951916827939,-0.7991214422697794,28.491965053983495,50.94571812139553,6.719202916214568,230.35826526057366,Black pepper,Spices
77.72886913596074,60.443433051508386,133.85070711540928,23.763768883603944,80.21007301953446,6.153269750402463,113.0847112125426,Black pepper,Spices
86.07304811275526,109.37283393580658,105.1725216176574,27.604662570389074,79.64825741560571,5.963883218253325,212.4849210880639,Black pepper,Spices
39.25897409710539,20.287602694243702,-25.70611423626071,28.630330081496844,91.81255478114845,6.664038671392819,102.91166468730296,Black pepper,Spices
68.92655077727048,39.385062444475125,67.53624400469336,25.170478421756187,37.97964186406673,6.5134903097183825,40.83298143568785,Black pepper,Spices
86.86021021353997,56.066288264795006,-40.17992130040957,31.642089409000775,74.26836327145642,7.163406040400357,111.44972358436534,Black pepper,Spices
103.84362813197994,41.955631631754386,76.77169463414408,30.30105581704329,36.46829002488521,6.635693975702243,140.85128450859798,Black pepper,Spices
69.17293754187978,11.723736169337755,-106.01185714130966,24.94178102339347,83.49619808637625,7.181467464533564,75.48919336214902,Black pepper,Spices
95.30962090572257,57.708117493525926,108.35239713960831,25.86098182991948,73.46743969524874,7.803891359133066,58.719629865514655,Black pepper,Spices
68.24348953751672,87.24719851024344,40.97968131274737,28.154941601892485,77.66885373313224,6.040182199572174,177.5706749999778,Black pepper,Spices
73.56324355164394,14.223315783671161,-8.397982449601955,27.818785156465957,83.45618600746894,4.225998162188436,96.9016232424877,Black pepper,Spices
32.22869590862702,74.36540888624685,65.95870627150978,20.201292751120558,69.55657735066318,6.902492233762942,91.75282595119202,Black pepper,Spices
81.73439524406893,70.94254936447928,57.13787405707766,29.26339396817867,93.80973063359502,7.322639482937186,65.12369626424703,Black pepper,Spices
61.87460819327507,12.987679048186862,40.03580248372581,31.318720582922694,89.96650490977703,6.804680498758603,178.5488141138934,Black pepper,Spices
48.622295209913595,88.65037742420223,23.26672714198388,28.29804884463126,93.18579881314268,7.788361621655822,91.59943426998355,Black pepper,Spices
67.26448289721644,116.89976058563494,-31.582426994482766,21.691637092273048,72.73364554758051,6.124675316385567,51.50951396920144,Black pepper,Spices
7.887715484230888,11.222894470632603,-17.756167482472257,27.05839361574413,94.91478771336196,7.773862961949472,156.73351579319845,Black pepper,Spices
57.531663665495934,65.90081707504616,123.28712323426362,23.385908772775714,53.84913230495323,7.300687104762857,100.27850906579022,Black pepper,Spices
38.20767314519051,27.403367153345688,98.61339753750235,20.25485465826034,74.4312677191674,7.035626489062104,60.86531294898804,Black pepper,Spices
115.33400072516778,60.36150921518427,13.352687962539022,26.8422878398876,53.118232387532366,6.797889949151364,88.53881084434633,Black pepper,Spices
56.91012428042879,-26.148983094087754,51.99292808490109,22.72477791663661,69.09361801418046,5.343185994275321,126.69478536577606,Black pepper,Spices
64.7179782890314,72.7167310640846,158.39744242562338,29.338201221722443,71.93396162845093,6.983530983281274,129.80155790661428,Black pepper,Spices
27.115126372301763,47.05179032962817,38.17699306230069,32.883199209645134,66.24126572369656,7.515812989169312,67.08249687910148,Black pepper,Spices
28.158879949157935,12.436325845729812,16.82953333679134,24.723005983068877,50.62501749805729,7.057183093749275,9.672436561557689,Black pepper,Spices
23.954926707699375,75.85497679225651,59.06635664676286,27.46505622759549,87.96696583128409,6.919379242990069,73.48330500755006,Black pepper,Spices
46.55237728077817,53.8257742310234,93.76030455540655,21.645780169071557,93.12143190681398,6.781799179845558,59.252798057153775,Black pepper,Spices
33.59614042451472,70.91009618222259,19.359564144842505,30.96881927951908,110.18213618611487,6.595939982157741,104.96153519535879,Black pepper,Spices
55.4745326522602,91.22738218367851,82.05582279840249,22.913723327258122,96.57553801600147,6.876102228132179,121.43195132428059,Black pepper,Spices
127.47608623611754,15.279829014922086,-17.102284708295592,24.422511912979132,94.72084774079433,6.1794633481013745,183.0040460539346,Black pepper,Spices
3.0113791718994136,47.02158714956216,117.6469495646478,18.16345983202612,78.61545614341108,6.316832382579655,90.4567464890668,Black pepper,Spices
83.43008054379916,53.62593476081685,-51.239573644972914,30.173172665079115,87.62911441597508,7.6608650221540895,75.62251661774303,Black pepper,Spices
81.70506601419856,56.90322228000925,87.3418650844715,22.87196518534913,45.372426418229324,6.814555044357631,157.59470375858166,Black pepper,Spices
-43.27321353131742,80.3207177406168,45.65045401735207,23.020407401764885,98.083858768018,5.768699124818085,101.02864150366813,Black pepper,Spices
21.41883597077369,143.59813956204152,5.991831414454715,32.57947749120669,66.77180671448552,5.914344025923299,90.45906213735297,Black pepper,Spices
50.311867771232535,90.03200357650883,45.18045513783465,17.23281038324081,92.19744273964389,6.483942452792493,97.37763211281626,Black pepper,Spices
23.174471615687864,89.10506531589252,-43.2365112229247,20.426417874597867,59.65750070474445,6.223302791034865,128.69762918251604,Black pepper,Spices
79.06580612357905,73.56443639391985,58.87554050655582,22.610421069114977,79.9849553749644,7.453060940406122,33.523169795554665,Black pepper,Spices
0.6727272270822269,21.03545646692872,35.909578270894194,22.437762287306096,91.49580008482756,7.241601367566712,47.60995341394755,Black pepper,Spices
5.374913976612781,97.11319800385033,111.23260514255708,25.868657396737927,55.31955902468848,7.423212243677698,89.30599928763849,Black pepper,Spices
3.070939366447355,34.24187591383205,27.264588705483586,31.304186336098482,78.55696780184928,6.099016243268765,168.14206949671814,Black pepper,Spices
57.139040260895705,24.70272944612172,117.46172672653645,21.895645742834287,110.43412956923356,7.137059331950834,112.74944474122452,Black pepper,Spices
-23.271188595566194,48.14068589548771,38.90567319753857,26.908265937260246,94.43395821352593,6.538929299111688,107.32982609546147,Black pepper,Spices
-3.910719732734073,30.541544311097486,63.57520825096985,29.87828596183998,94.30065393165974,6.289325003866584,104.2239357288532,Black pepper,Spices
34.320805598728775,21.70328458059981,-30.32960502944004,32.75556045377484,66.40930156009301,5.955715998855002,77.13034690823565,Black pepper,Spices
103.1844211845467,32.078951130338126,27.987351179992853,20.337814631960907,77.86640449903777,5.372423681951106,256.2890405143135,Black pepper,Spices
46.53175216740017,112.39315381373032,-56.95575327316656,27.627135601674553,50.79049906399846,5.3121239013704455,68.53359457349521,Black pepper,Spices
50.054017195321826,61.51119999304038,112.30651296939865,24.155737046258295,88.16148117383084,6.535670932014901,135.86362728144036,Black pepper,Spices
14.871331020366888,12.579825708893864,55.99380493195912,26.697793313083185,56.840154206403525,7.013743064969161,136.56508411088413,Black pepper,Spices
130.60506526814663,91.38988394083219,93.67735114853187,18.074792597034953,115.89454479938323,6.6557622138082335,151.7330735265875,Black pepper,Spices
69.34311597091576,43.90186157867025,43.27133400559684,35.78337873443624,60.78982461796738,6.896550981599663,126.15027682449434,Black pepper,Spices
75.6165991393149,43.36801451546194,87.73520998114645,28.114933102730177,41.263786253494246,5.788994878886977,27.707706579973546,Black pepper,Spices
32.51831922670077,37.7458986879013,48.42922694189751,15.266458513585706,86.73961262099252,7.49458171260615,164.57220223045582,Black pepper,Spices
77.52108437648599,101.9084659337946,38.34951858149157,24.740729179034656,37.89275924888951,5.702465671104095,54.25983696145111,Black pepper,Spices
2.556618527420369,107.816641559884,73.8092476733239,25.18984520924768,81.26733957475066,6.513610548381345,77.16663516738478,Black pepper,Spices
24.499717745037408,6.131224684411464,-43.768136353117974,18.68796118963867,53.356395014802864,5.748597025823415,-2.1309033117153717,Black pepper,Spices
52.37598327000828,36.38140851266401,39.59723164087662,35.250871961694074,95.33658483555088,6.563899521115147,48.35717376341783,Black pepper,Spices
72.31692212292018,55.529462485107665,-99.68753544848511,15.680861641860195,70.19428568438367,6.229811005448318,168.26728886679336,Black pepper,Spices
54.353428881803424,13.991111859827704,44.51212701102585,23.66183971193935,100.38840642221722,5.491106246813318,151.15247686514294,Black pepper,Spices
-23.927030578826937,98.16575647993399,56.06276396801802,21.328247391291175,83.17062671596564,7.0636624631063345,81.72806966628983,Black pepper,Spices
-0.5177952759587328,40.05508627162604,0.7346223878997193,30.06844455736458,89.28266296650776,6.154957397914872,54.10837305810224,Black pepper,Spices
121.24552702815996,28.949334706326376,126.15707960729168,19.66958669890554,54.32808960906308,5.672559776293193,110.62653143345837,Black pepper,Spices
38.05677668142469,104.65875446817869,78.39896007203927,22.50376421449715,56.03322771742988,5.858614821416838,68.76981762696684,Black pepper,Spices
51.01488124244284,40.02670594742408,116.43278629584015,29.957193007433766,86.42731201296888,6.8048028402709635,217.0781059637987,Black pepper,Spices
47.65562393687151,71.41344772453672,15.555752659451713,28.040387444615053,45.46783308352829,6.225966325935958,130.70905197018635,Black pepper,Spices
1.5331643646888153,-14.271604124415262,116.08026685032635,21.479760109065943,101.41255833731648,6.64075834723958,164.39580466598318,Black pepper,Spices
12.768841781844074,27.92343284381907,84.94431337093783,32.70744241440667,75.10419062333604,5.423574637986722,166.22235140040465,Black pepper,Spices
131.44324210466112,93.67255862654292,-1.101651162045286,26.870315709009105,56.24952831000059,7.045942778820899,70.6679453544181,Black pepper,Spices
85.53465008653558,57.77021574838396,25.93797252968866,26.370163005367875,74.75566177195095,5.926365526575382,212.97769993828834,Black pepper,Spices
99.7584604335713,17.91152403142211,53.109565189246176,28.326177101351032,50.56587104105961,6.177741987942863,135.82421588181157,Black pepper,Spices
95.47633492060683,45.751414240250014,78.3140368645015,26.297460398109216,72.74614859143622,6.917560891208162,111.1649076557219,Black pepper,Spices
97.73954483872092,55.665692133984145,40.16159237851585,31.063182998195767,67.46101441152018,6.143524698810008,69.03224965917695,Black pepper,Spices
-26.074536197604267,69.2695011268708,38.26489309581278,18.30436028995464,87.4261667816792,4.949981395532,107.04970921688646,Black pepper,Spices
67.1840121695626,33.448239977417764,15.837714808592139,17.5357400652373,57.316275270035604,5.593469232833697,52.579677484222195,Black pepper,Spices
68.88320423473246,59.92779345707548,102.49724258810826,21.0192182037791,87.06726206789521,6.442734292046677,148.05405024296,Black pepper,Spices
-3.6412784163739644,15.303816486206863,71.32962731140677,24.893784662041416,40.748065976789746,6.224887912474651,110.48109753750111,Black pepper,Spices
12.495709465616642,46.15395451130489,50.0340211615043,24.41466757566858,84.34424477108232,5.933272582891897,81.06743641099533,Black pepper,Spices
82.19847430454534,41.60939395068515,87.2430294998909,26.66394486187822,96.67486845440885,6.124201666573271,6.468553441036747,Black pepper,Spices
109.25622358675639,27.878437644231187,162.8769337009566,23.163208764629996,29.59971720603727,7.078425576273258,147.87913889633953,Black pepper,Spices
